ship_city,ship_state,ship_postal_code
GHAZIABAD,UTTAR PRADESH,201016.0
BENGALURU,KARNATAKA,560061.0
HYDERABAD,TELANGANA,500056.0
BENGALURU,KARNATAKA,560093.0
MUMBAI,MAHARASHTRA,400068.0
MUMBAI,MAHARASHTRA,400068.0
Tadepalli,ANDHRA PRADESH,522501.0
Tadepalli,ANDHRA PRADESH,522501.0
HYDERABAD,TELANGANA,500090.0
HYDERABAD,TELANGANA,500013.0
MUMBAI,MAHARASHTRA,400067.0
BENGALURU,KARNATAKA,560029.0
BENGALURU,KARNATAKA,560029.0
NEW DELHI,DELHI,110023.0
AHMEDABAD,Gujarat,380006.0
VISAKHAPATNAM,ANDHRA PRADESH,530028.0
UTTAR BAGDOGRA,WEST BENGAL,734012.0
NEW DELHI,DELHI,110062.0
Madurai,TAMIL NADU,625003.0
MUMBAI,MAHARASHTRA,400053.0
MUMBAI,MAHARASHTRA,400053.0
MUMBAI,MAHARASHTRA,400053.0
MUMBAI,MAHARASHTRA,400053.0
MUMBAI,MAHARASHTRA,400053.0
GURUGRAM,HARYANA,122011.0
Thane,MAHARASHTRA,401107.0
MUSSOORIE,UTTARAKHAND,248179.0
Srinagar Garhwal,UTTARAKHAND,246174.0
NEW DELHI,DELHI,110068.0
PUNE,MAHARASHTRA,411038.0
Kundapura,KARNATAKA,576201.0
KANPUR,UTTAR PRADESH,208017.0
TIRUNELVELI,TAMIL NADU,627011.0
BENGALURU,KARNATAKA,560067.0
Kundapura,KARNATAKA,576201.0
NANDED WAGHALA,MAHARASHTRA,431602.0
PUNE,MAHARASHTRA,411057.0
HYDERABAD,TELANGANA,500098.0
CHENNAI,TAMIL NADU,600045.0
PUNE,MAHARASHTRA,411041.0
NEW DELHI,DELHI,110059.0
NEW DELHI,DELHI,110059.0
NEW DELHI,DELHI,110059.0
NEW DELHI,DELHI,110059.0
NEW TOWN,WEST BENGAL,700156.0
GHAZIABAD,UTTAR PRADESH,201010.0
GHAZIABAD,UTTAR PRADESH,201010.0
GURUGRAM,HARYANA,122003.0
DANDELI,KARNATAKA,581325.0
NEW TOWN,WEST BENGAL,700156.0
MALDA,WEST BENGAL,732142.0
BENGALURU,KARNATAKA,560076.0
BENGALURU,KARNATAKA,560076.0
Kanhirode,KERALA,670592.0
SECUNDERABAD,TELANGANA,500016.0
GURGAON,HARYANA,122001.0
NEW DELHI,DELHI,110059.0
Anchal,KERALA,691306.0
BADLAPUR,MAHARASHTRA,421503.0
NAGPUR,MAHARASHTRA,440002.0
THANE,MAHARASHTRA,401105.0
THANE,MAHARASHTRA,401105.0
AGRA,UTTAR PRADESH,282007.0
MUMBAI,MAHARASHTRA,400104.0
THANE,MAHARASHTRA,400607.0
BEYPORE,KERALA,673015.0
Guwahati,ASSAM,781005.0
south goa,goa,403716.0
south goa,goa,403716.0
PUNE,MAHARASHTRA,411037.0
KOLKATA,WEST BENGAL,700074.0
CHENNAI,TAMIL NADU,600010.0
CHENNAI,TAMIL NADU,600010.0
CHENNAI,TAMIL NADU,600010.0
SALIGAO,GOA,403511.0
SALIGAO,GOA,403511.0
SALIGAO,GOA,403511.0
bilaspur,CHHATTISGARH,495224.0
JABALPUR,MADHYA PRADESH,482001.0
South 24 Parganas,WEST BENGAL,743398.0
NEW TOWN,WEST BENGAL,700157.0
BENGALURU,KARNATAKA,560066.0
Pune,MAHARASHTRA,411015.0
Guntur,ANDHRA PRADESH,522005.0
NOIDA,UTTAR PRADESH,201303.0
NOIDA,UTTAR PRADESH,201303.0
MUMBAI,MAHARASHTRA,400077.0
NEW DELHI,DELHI,110018.0
GHAZIABAD,UTTAR PRADESH,201017.0
GHAZIABAD,UTTAR PRADESH,201017.0
KHARDAHA,WEST BENGAL,700116.0
mumbai,MAHARASHTRA,400010.0
JSW STEEL PLANT TOWNSHIP,KARNATAKA,583123.0
CHANDIGARH,CHANDIGARH,160003.0
BENGALURU,KARNATAKA,560037.0
GHAZIABAD,UTTAR PRADESH,201017.0
GHAZIABAD,UTTAR PRADESH,201017.0
GHAZIABAD,UTTAR PRADESH,201017.0
GHAZIABAD,UTTAR PRADESH,201017.0
GHAZIABAD,UTTAR PRADESH,201017.0
GHAZIABAD,UTTAR PRADESH,201017.0
HYDERABAD,TELANGANA,500090.0
HYDERABAD,TELANGANA,500055.0
HSIIDC SOHNA,HARYANA,122103.0
HSIIDC SOHNA,HARYANA,122103.0
HSIIDC SOHNA,HARYANA,122103.0
VADODARA,Gujarat,390022.0
PUNE,MAHARASHTRA,411037.0
PUNE,MAHARASHTRA,411037.0
PUNE,MAHARASHTRA,411037.0
BURDWAN,WEST BENGAL,713103.0
FARIDABAD,HARYANA,121004.0
CHIDAMBARAM,TAMIL NADU,608001.0
TALEGAON DABHADE,MAHARASHTRA,410506.0
TALEGAON DABHADE,MAHARASHTRA,410506.0
BENGALURU,KARNATAKA,560005.0
HSIIDC SOHNA,HARYANA,122103.0
HSIIDC SOHNA,HARYANA,122103.0
HSIIDC SOHNA,HARYANA,122103.0
BENGALURU,KARNATAKA,560084.0
NEW DELHI,DELHI,110015.0
MUMBAI,MAHARASHTRA,400077.0
VIJAYAWADA,ANDHRA PRADESH,520004.0
BENGALURU,KARNATAKA,560066.0
TUMAKURU,KARNATAKA,572102.0
"NUVEM.   ( Do not Ring the door bell, call b4 comg",GOA,403604.0
"NUVEM.   ( Do not Ring the door bell, call b4 comg",GOA,403604.0
"NUVEM.   ( Do not Ring the door bell, call b4 comg",GOA,403604.0
"NUVEM.   ( Do not Ring the door bell, call b4 comg",GOA,403604.0
GHAZIABAD,UTTAR PRADESH,201009.0
CHENNAI,TAMIL NADU,600063.0
PIMPRI CHINCHWAD,MAHARASHTRA,411012.0
PIMPRI CHINCHWAD,MAHARASHTRA,411012.0
GANDHINAGAR,Gujarat,382007.0
MUMBAI,MAHARASHTRA,400064.0
AJMER,RAJASTHAN,305004.0
NEW DELHI,DELHI,110075.0
NEW DELHI,DELHI,110075.0
NEW DELHI,DELHI,110075.0
NEW DELHI,DELHI,110075.0
PUNE,MAHARASHTRA,411057.0
BENGALURU,KARNATAKA,560006.0
HYDERABAD,TELANGANA,500050.0
New Delhi,DELHI,110049.0
THANE,MAHARASHTRA,400607.0
Chennai,TAMIL NADU,600041.0
BELGAUM,KARNATAKA,591124.0
NEW DELHI,DELHI,110059.0
PIMPRI CHINCHWAD,MAHARASHTRA,411057.0
SHIRAWAD INDUSTRIAL AREA,KARNATAKA,581339.0
BISHUNIPUR,UTTAR PRADESH,271201.0
MARGAO,GOA,403601.0
AMRITSAR,PUNJAB,143006.0
HYDERABAD,TELANGANA,500044.0
BENGALURU,KARNATAKA,560066.0
Kanjoor,KERALA,683575.0
Kanjoor,KERALA,683575.0
Kanjoor,KERALA,683575.0
Kanjoor,KERALA,683575.0
Kanjoor,KERALA,683575.0
HYDERABAD,TELANGANA,500035.0
NEW DELHI,DELHI,110019.0
HYDERABAD,TELANGANA,500015.0
DURGAPUR,WEST BENGAL,713213.0
LUCKNOW,UTTAR PRADESH,226029.0
MIHIJAM,JHARKHAND,815354.0
AGRA,UTTAR PRADESH,282001.0
BENGALURU,KARNATAKA,560067.0
BENGALURU,KARNATAKA,560066.0
PUNE,MAHARASHTRA,411051.0
HYDERABAD,TELANGANA,500029.0
HOWRAH,WEST BENGAL,711103.0
KOZHIKODE,KERALA,673007.0
BENGALURU,KARNATAKA,560037.0
BENGALURU,KARNATAKA,560037.0
BENGALURU,KARNATAKA,560037.0
SATARA,MAHARASHTRA,415002.0
MUMBAI,MAHARASHTRA,400016.0
VASAI VIRAR,MAHARASHTRA,401208.0
AMTALA,WEST BENGAL,742121.0
ASANSOL,WEST BENGAL,713304.0
Thane - west,MAHARASHTRA,400601.0
CHENNAI,TAMIL NADU,600130.0
CHALAKUDY,KERALA,680307.0
Chennai,TAMIL NADU,600049.0
Chennai,TAMIL NADU,600049.0
BARSHI,MAHARASHTRA,413401.0
VELLORE,TAMIL NADU,632006.0
BENGALURU,KARNATAKA,560097.0
KOLKATA,WEST BENGAL,700084.0
RAIA,GOA,403720.0
Secundrabad,TELANGANA,500010.0
YAVATMAL,MAHARASHTRA,445001.0
"Kharar, Mohali",Punjab,140301.0
NANDED WAGHALA,MAHARASHTRA,431602.0
BENGALURU,KARNATAKA,560076.0
VARANASI,UTTAR PRADESH,221103.0
ERNAKULAM,KERALA,682041.0
BILASPUR,CHHATTISGARH,495001.0
CHENNAI,TAMIL NADU,600017.0
CHENNAI,TAMIL NADU,600017.0
Bengaluru,KARNATAKA,560008.0
JAMMU,JAMMU & KASHMIR,180004.0
PARAVUR,KERALA,683513.0
YAVATMAL,MAHARASHTRA,445001.0
RAJAHMUNDRY,ANDHRA PRADESH,533105.0
NEW DELHI,DELHI,110030.0
BENGALURU,KARNATAKA,560100.0
CHENNAI,TAMIL NADU,600130.0
Dombivli East,MAHARASHTRA,421201.0
GHAZIABAD,UTTAR PRADESH,201013.0
OTTAPPALAM,KERALA,679101.0
BENGALURU,KARNATAKA,560037.0
BENGALURU,KARNATAKA,560082.0
BENGALURU,KARNATAKA,560082.0
MUMBAI,MAHARASHTRA,400029.0
PUNE,MAHARASHTRA,411028.0
BENGALURU,KARNATAKA,560067.0
MUMBAI,MAHARASHTRA,400099.0
FARIDABAD,HARYANA,121008.0
CHENNAI,TAMIL NADU,600041.0
KANPUR,UTTAR PRADESH,208001.0
KANPUR,UTTAR PRADESH,208001.0
KANPUR,UTTAR PRADESH,208001.0
KOLHAPUR,MAHARASHTRA,416003.0
BANGALORE,KARNATAKA,560093.0
CHENNAI,TAMIL NADU,600063.0
PATNA,BIHAR,800014.0
HYDERABAD,TELANGANA,500035.0
QUEPEM,GOA,403705.0
PARCHUR,ANDHRA PRADESH,523171.0
GHAZIABAD,UTTAR PRADESH,201014.0
BURDWAN,WEST BENGAL,713104.0
DHARUHERA,HARYANA,123106.0
GURUGRAM,HARYANA,122002.0
JALPAIGURI,WEST BENGAL,734008.0
DELHI,DELHI,110041.0
HYDERABAD,TELANGANA,500085.0
HYDERABAD,TELANGANA,500085.0
NOIDA,UTTAR PRADESH,201309.0
KOLKATA,WEST BENGAL,700099.0
NAVI MUMBAI,MAHARASHTRA,400706.0
Marteru,ANDHRA PRADESH,534122.0
AGARTALA,TRIPURA,799004.0
AGARTALA,TRIPURA,799004.0
KOLKATA,WEST BENGAL,700040.0
MANGALURU,KARNATAKA,575002.0
MUMBAI,MAHARASHTRA,400078.0
BENGALURU,KARNATAKA,560061.0
BARNALA,PUNJAB,148101.0
NEW DELHI,DELHI,110008.0
JAMMU,JAMMU & KASHMIR,180002.0
chennai,TAMIL NADU,600019.0
Agartala,TRIPURA,799003.0
Chennai,TAMIL NADU,600010.0
GURUGRAM,HARYANA,122004.0
THANE,MAHARASHTRA,400610.0
Diphu,ASSAM,782460.0
JAMALPUR,BIHAR,811214.0
BANDARULANKA,ANDHRA PRADESH,533214.0
THANE,MAHARASHTRA,401101.0
AHMEDABAD,Gujarat,380052.0
MADANAPALLE,ANDHRA PRADESH,517325.0
BENGALURU NORTH,KARNATAKA,560064.0
PATNA,BIHAR,800023.0
SRIKAKULAM,ANDHRA PRADESH,532001.0
THANE,MAHARASHTRA,400615.0
BUDGE BUDGE,WEST BENGAL,700137.0
RANGIA PART,ASSAM,781382.0
MANGALURU,KARNATAKA,575002.0
LEH,LADAKH,194101.0
KATHGODAM,UTTARAKHAND,263126.0
INDORE,MADHYA PRADESH,453555.0
COIMBATORE,TAMIL NADU,641006.0
"Tadepalli, VIJAYAWADA",ANDHRA PRADESH,522501.0
"Tadepalli, VIJAYAWADA",ANDHRA PRADESH,522501.0
AHMEDABAD,Gujarat,380008.0
BENGALURU,KARNATAKA,560029.0
THANE,MAHARASHTRA,400608.0
MADANAPALLE,ANDHRA PRADESH,517325.0
PUNE,MAHARASHTRA,411045.0
PALAKKAD,KERALA,678595.0
PATNA,BIHAR,800001.0
BUDGE BUDGE,WEST BENGAL,700137.0
KALYAN,MAHARASHTRA,421201.0
BENGALURU,KARNATAKA,560050.0
GURUGRAM,HARYANA,122002.0
SECUNDERABAD,TELANGANA,500015.0
WARANGAL,TELANGANA,506001.0
PIMPRI CHINCHWAD,MAHARASHTRA,411027.0
KOLKATA,WEST BENGAL,700060.0
BHILWARA,RAJASTHAN,311001.0
AHMEDABAD,Gujarat,382481.0
KURUKSHETRA,HARYANA,136118.0
NEW DELHI,DELHI,110019.0
KOTTAMKARA,KERALA,691005.0
Ernakulam,KERALA,682027.0
KALYAN,MAHARASHTRA,421201.0
MUMBAI,MAHARASHTRA,400064.0
UDUPI,KARNATAKA,576101.0
MUMBAI,MAHARASHTRA,400093.0
NEW DELHI,DELHI,110019.0
Thane West,MAHARASHTRA,400601.0
Muzaffarpur,Bihar,843108.0
HYDERABAD,TELANGANA,500038.0
VASAI VIRAR,MAHARASHTRA,401209.0
KOLKATA,WEST BENGAL,700032.0
INDORE,MADHYA PRADESH,452010.0
KOLKATA,WEST BENGAL,700026.0
BENGALURU,KARNATAKA,560048.0
REWA,MADHYA PRADESH,486001.0
CHENNAI,TAMIL NADU,600017.0
THIRUVANANTHAPURAM,KERALA,695023.0
KUNDGOL,KARNATAKA,581113.0
BENGALURU,KARNATAKA,560015.0
GUWAHATI,ASSAM,781025.0
Ghaziabad,UTTAR PRADESH,201014.0
NADIM TIRUVURU,ANDHRA PRADESH,521235.0
PHULABANI,ODISHA,762001.0
GUWAHATI,ASSAM,781003.0
Ernakulam,KERALA,682021.0
SHIVAMOGGA,KARNATAKA,577201.0
HYDERABAD,TELANGANA,500039.0
KOLKATA,WEST BENGAL,700026.0
PILIBHIT,UTTAR PRADESH,262001.0
BAREILLY,UTTAR PRADESH,243006.0
CHENNAI,TAMIL NADU,600118.0
DODAMARG,MAHARASHTRA,416512.0
HYDERABAD,TELANGANA,500081.0
CHIKKAMAGALURU,KARNATAKA,577102.0
Dakshina Kannada,KARNATAKA,574243.0
MUMBAI,MAHARASHTRA,400012.0
Darbhanga,BIHAR,846009.0
ELAYAVOOR,KERALA,670597.0
MUMBAi,MAHARASHTRA,400067.0
CHENNAI,TAMIL NADU,600116.0
RANCHI,JHARKHAND,834003.0
AMBUR,TAMIL NADU,635802.0
BANGALORE,KARNATAKA,560062.0
MUMBAI,MAHARASHTRA,400099.0
HYDERABAD,TELANGANA,500056.0
TUMKUR,KARNATAKA,572107.0
MUMBAI,MAHARASHTRA,400006.0
MUMBAI,MAHARASHTRA,400006.0
HYDERABAD,TELANGANA,500020.0
KANCHEEPURAM,TAMIL NADU,631501.0
NOIDA,UTTAR PRADESH,201309.0
CHENNAI,TAMIL NADU,600126.0
kannur,KERALA,670007.0
KANJIKODE INDUSTRIAL AREA,KERALA,678623.0
INDORE,MADHYA PRADESH,452001.0
SHIROLI MIDC,MAHARASHTRA,416122.0
NOIDA,UTTAR PRADESH,201301.0
MUMBAI,MAHARASHTRA,400068.0
KOLKATA,WEST BENGAL,700141.0
GUNTAKAL,ANDHRA PRADESH,515801.0
KARIMGANJ,ASSAM,788710.0
Mumbai,MAHARASHTRA,400101.0
GURUGRAM,HARYANA,122001.0
CHENNAI,TAMIL NADU,600043.0
GURUGRAM,HARYANA,122001.0
SARAN,BIHAR,841301.0
JHANSI,UTTAR PRADESH,284003.0
Hyderabad,TELANGANA,500049.0
HYDERABAD,TELANGANA,500090.0
HYDERABAD,TELANGANA,500090.0
PATIALA,PUNJAB,147001.0
VARANASI,UTTAR PRADESH,221001.0
MUMBAI,MAHARASHTRA,400043.0
ALLAHABAD,UTTAR PRADESH,211002.0
BEGUSARAI,BIHAR,851101.0
Mumbai,MAHARASHTRA,400050.0
BENGALURU,KARNATAKA,560060.0
PALLIKKUNNU,KERALA,670008.0
PUNE,MAHARASHTRA,411011.0
GUWAHATI,ASSAM,781003.0
HYDERABAD,TELANGANA,500072.0
AHMEDABAD,Gujarat,380009.0
AHMEDABAD,Gujarat,380061.0
AHMEDABAD,Gujarat,380061.0
AHMEDABAD,Gujarat,380061.0
AHMEDABAD,Gujarat,380061.0
AHMEDABAD,Gujarat,380061.0
MYSURU,KARNATAKA,570007.0
CHITTOOR,ANDHRA PRADESH,517194.0
Haldwani,UTTARAKHAND,263139.0
HYDERABAD,TELANGANA,501510.0
PUNE,MAHARASHTRA,411057.0
"Borivali East, Mumbai",MAHARASHTRA,400066.0
ROURKELA,ODISHA,769010.0
BHUBANESWAR,ODISHA,751023.0
GURGAON,HARYANA,122001.0
NOIDA,UTTAR PRADESH,201304.0
CHEKONIDHARA,ASSAM,785101.0
HYDERABAD,TELANGANA,502319.0
PATNA,BIHAR,800007.0
mumbai,MAHARASHTRA,400079.0
MUMBAI,MAHARASHTRA,400089.0
Bangalore,KARNATAKA,560035.0
KAKINADA,ANDHRA PRADESH,533005.0
GHAZIABAD,UTTAR PRADESH,201010.0
BENGALURU,KARNATAKA,560077.0
Margao,Goa,403601.0
GORAKHPUR,UTTAR PRADESH,273004.0
CHENNAI,TAMIL NADU,600077.0
Rowriah,ASSAM,785008.0
VASCO DA GAMA,GOA,403802.0
VASCO DA GAMA,GOA,403802.0
RAJPUR SONARPUR,WEST BENGAL,700150.0
Kolkata,WEST BENGAL,700136.0
Kolkata,WEST BENGAL,700136.0
Kolkata,WEST BENGAL,700136.0
VISAKHAPATNAM,ANDHRA PRADESH,530001.0
MUMBAI,MAHARASHTRA,400024.0
MUMBAI,MAHARASHTRA,400101.0
BENGALURU,KARNATAKA,560076.0
DOIWALA,UTTARAKHAND,248140.0
Kudukkimotta,KERALA,670592.0
PIMPRI CHINCHWAD,MAHARASHTRA,412105.0
PIMPRI CHINCHWAD,MAHARASHTRA,412105.0
Saran,BIHAR,841401.0
COIMBATORE,TAMIL NADU,641004.0
THIRUVANANTHAPURAM,KERALA,695582.0
DUMRAON,BIHAR,802119.0
NEW DELHI,DELHI,110075.0
PERUMANNA,KERALA,676501.0
PALAKKAD,KERALA,678004.0
NAIHATI,WEST BENGAL,743135.0
Mumbai,MAHARASHTRA,400075.0
ALLAHABAD,UTTAR PRADESH,211001.0
Margao,Goa,403601.0
NEW DELHI,DELHI,110059.0
HYDERABAD,TELANGANA,500072.0
BHUBANESWAR,ODISHA,751010.0
Hyderabad,TELANGANA,500032.0
KOLKATA,WEST BENGAL,700006.0
BHATPARA,WEST BENGAL,743127.0
Ichhapur,WEST BENGAL,743144.0
MUMBAI,MAHARASHTRA,400066.0
VADODARA,Gujarat,390019.0
TODARAISINGH,RAJASTHAN,304505.0
BENGALURU,KARNATAKA,560043.0
"Bantwal Taluk, Dakshina Kannada",KARNATAKA,574243.0
BENGALURU,KARNATAKA,560094.0
NEW DELHI,DELHI,110060.0
NEW DELHI,DELHI,110060.0
GUWAHATI,ASSAM,781037.0
HYDERABAD,TELANGANA,500048.0
RANIPETTAI,TAMIL NADU,632401.0
RANIPETTAI,TAMIL NADU,632401.0
GUWAHATI,ASSAM,781024.0
ANANTAPUR,ANDHRA PRADESH,515002.0
WARANGAL,TELANGANA,506003.0
Mumbai,MAHARASHTRA,400058.0
KONDAGAON,CHHATTISGARH,494226.0
gurgaon,HARYANA,122102.0
LUCKNOW,UTTAR PRADESH,226010.0
BENGALURU,KARNATAKA,562109.0
Chinnaveerampatti,TAMIL NADU,642126.0
Pune,MAHARASHTRA,412115.0
HOSUR,TAMIL NADU,635109.0
PATNA,BIHAR,800020.0
RAMPURA PHUL,PUNJAB,151103.0
HUBBALLI,KARNATAKA,580031.0
MUMBAI 400071,MAHARASHTRA,400071.0
RATANGARH,RAJASTHAN,331022.0
NASHIK,MAHARASHTRA,422002.0
BENGALURU,KARNATAKA,560048.0
NEW DELHI,DELHI,110003.0
NEW DELHI,DELHI,110070.0
Indore,MADHYA PRADESH,452016.0
MUMBAI,MAHARASHTRA,400037.0
BENGALURU,KARNATAKA,560093.0
GOPESHWAR,UTTARAKHAND,246401.0
GHAZIABAD,UTTAR PRADESH,201010.0
HOSUR,TAMIL NADU,635109.0
CHENNAI,TAMIL NADU,600045.0
KOTA,RAJASTHAN,324010.0
BHUBANESWAR,ODISHA,751024.0
CHANDIGARH,CHANDIGARH,160047.0
NEW DELHI,DELHI,110019.0
SUSNER,MADHYA PRADESH,465447.0
GOPESHWAR,UTTARAKHAND,246401.0
BENGALURU,KARNATAKA,560076.0
BENGALURU,KARNATAKA,560076.0
UTTAR LATABARI,WEST BENGAL,735214.0
KRISHNAGIRI,TAMIL NADU,635114.0
BENGALURU,KARNATAKA,560076.0
Chomu,RAJASTHAN,303702.0
NEW DELHI,DELHI,110019.0
RATANGARH,RAJASTHAN,331022.0
BILASPUR,CHHATTISGARH,495001.0
BAREILLY,UTTAR PRADESH,243006.0
MUMBAI,MAHARASHTRA,400012.0
DEHRADUN,UTTARAKHAND,248007.0
BENGALURU,KARNATAKA,560060.0
KOTTARAKKARA,KERALA,691540.0
GUWAHATI,ASSAM,781012.0
Manantheri,KERALA,670643.0
THANE,MAHARASHTRA,400615.0
THANE,MAHARASHTRA,400615.0
THANE,MAHARASHTRA,400615.0
MANGALDOI,ASSAM,784529.0
BENGALURU,KARNATAKA,560077.0
East Delhi,DELHI,110095.0
THANJAVUR,TAMIL NADU,613001.0
BENGALURU,KARNATAKA,560064.0
MUMBAI,MAHARASHTRA,400064.0
MUMBAI,MAHARASHTRA,400064.0
MANGALAGIRI,ANDHRA PRADESH,522503.0
NEW DELHI,DELHI,110043.0
PUNE,MAHARASHTRA,411060.0
Tiruppur,TAMIL NADU,641652.0
KOLKATA,WEST BENGAL,700052.0
BENGALURU,KARNATAKA,560037.0
MUMBAI,MAHARASHTRA,400011.0
MADURAI,TAMIL NADU,625009.0
Durgapur,WEST BENGAL,713206.0
TIRUCHIRAPPALLI,TAMIL NADU,620008.0
Haddo,ANDAMAN & NICOBAR ,744102.0
KOCHI,KERALA,682016.0
BURDWAN,WEST BENGAL,713515.0
PALAKKAD,KERALA,678001.0
Indore,MADHYA PRADESH,452010.0
BENGALURU,KARNATAKA,560043.0
Pune,MAHARASHTRA,411015.0
PUNE,MAHARASHTRA,411014.0
JHARSUGUDA,ODISHA,768201.0
SATTENAPALLE,ANDHRA PRADESH,522403.0
DELHI,DELHI,110027.0
NANDYAL,ANDHRA PRADESH,518502.0
MUMBAI,MAHARASHTRA,400051.0
MEHKAR,MAHARASHTRA,443301.0
MEHKAR,MAHARASHTRA,443301.0
HYDERABAD,TELANGANA,502032.0
CHENNAI,TAMIL NADU,600052.0
PALACOLE,ANDHRA PRADESH,534260.0
THANE,MAHARASHTRA,400701.0
HYDERABAD,TELANGANA,502319.0
COIMBATORE,TAMIL NADU,641006.0
kolkata,WEST BENGAL,700123.0
BOISAR,MAHARASHTRA,401502.0
MUMBAI,MAHARASHTRA,400072.0
Mumbai,MAHARASHTRA,400016.0
GUNTUR,ANDHRA PRADESH,522002.0
GUNTUR,ANDHRA PRADESH,522001.0
UTTAR LATABARI,WEST BENGAL,735214.0
TENKASI,TAMIL NADU,627811.0
TENKASI,TAMIL NADU,627811.0
FARIDABAD,HARYANA,121006.0
FARIDABAD,HARYANA,121006.0
NEW DELHI,DELHI,110005.0
BHIMAVARAM,ANDHRA PRADESH,534202.0
CHENNAI,TAMIL NADU,600020.0
BENGALURU,KARNATAKA,560035.0
JALALPORE,Gujarat,396450.0
CANDOLIM,GOA,403515.0
BENGALURU,KARNATAKA,560091.0
GUWAHATI,ASSAM,781015.0
HYDERABAD,TELANGANA,500064.0
CHITTOOR,ANDHRA PRADESH,517001.0
CHITTOOR,ANDHRA PRADESH,517001.0
THANE,MAHARASHTRA,400607.0
NOIDA,UTTAR PRADESH,201301.0
Kanchipuram district,TAMIL NADU,602109.0
UNNAMALAIKADAI,TAMIL NADU,629155.0
BENGALURU,KARNATAKA,562107.0
HYDERABAD,TELANGANA,500064.0
PANVEL,MAHARASHTRA,410222.0
NAVI MUMBAI,MAHARASHTRA,400706.0
HYDERABAD,TELANGANA,500032.0
THANE,MAHARASHTRA,400607.0
MADURAI,TAMIL NADU,625002.0
BUTIBORI MIDC,MAHARASHTRA,441122.0
PUNE,MAHARASHTRA,411028.0
PUNE,MAHARASHTRA,411028.0
BENGALURU,KARNATAKA,560105.0
BUTIBORI MIDC,MAHARASHTRA,441122.0
BENGALURU,KARNATAKA,560008.0
MUMBAI,MAHARASHTRA,400029.0
DIMAPUR,NAGALAND,797115.0
HYDERABAD,TELANGANA,500038.0
KALKA,HARYANA,133302.0
Kozhikode,KERALA,673611.0
NEW DELHI,DELHI,110067.0
Pune,MAHARASHTRA,411057.0
BENGALURU,KARNATAKA,560062.0
UTTAR BAGDOGRA,WEST BENGAL,734014.0
KOLKATA,WEST BENGAL,700067.0
MUMBAI,MAHARASHTRA,400075.0
ALLAHABAD,UTTAR PRADESH,211008.0
MUMBAI,MAHARASHTRA,400075.0
Pune,MAHARASHTRA,412105.0
NEW DELHI,DELHI,110085.0
ANDIPATTI JAKKAMPATTI,TAMIL NADU,625512.0
Haldwani,UTTARAKHAND,263139.0
VADODARA,Gujarat,391320.0
RUDRAPUR,UTTARAKHAND,263153.0
GUWAHATI,ASSAM,781018.0
ARAKONAM,TAMIL NADU,631002.0
KOTA,RAJASTHAN,324006.0
KOTA,RAJASTHAN,324006.0
ARAKONAM,TAMIL NADU,631002.0
"Nagaon , North Haibourgaon",ASSAM,782001.0
NAGERCOIL,TAMIL NADU,629004.0
NAGERCOIL,TAMIL NADU,629004.0
Mumbai,MAHARASHTRA,400005.0
CHENNAI,TAMIL NADU,600075.0
HYDERABAD,TELANGANA,500090.0
Suntikoppa,KARNATAKA,571237.0
Haldwani,UTTARAKHAND,263139.0
NEW DELHI,DELHI,110053.0
VIJAPURA,KARNATAKA,586104.0
Kolkata,WEST BENGAL,700067.0
NEW DELHI,DELHI,110096.0
SOLAPUR,MAHARASHTRA,413002.0
CHITTOOR,ANDHRA PRADESH,517102.0
MUMBAI,MAHARASHTRA,400067.0
Mumbai,MAHARASHTRA,400016.0
GHAZIABAD,UTTAR PRADESH,201013.0
NAVI MUMBAI,MAHARASHTRA,410208.0
MANGALAGIRI,ANDHRA PRADESH,522503.0
MANGALAGIRI,ANDHRA PRADESH,522503.0
NEW DELHI,DELHI,110086.0
AHMEDABAD,Gujarat,380054.0
SAVARKUNDLA,Gujarat,364515.0
Nashik,MAHARASHTRA,422003.0
HYDERABAD,TELANGANA,500084.0
HYDERABAD,TELANGANA,500084.0
BENGALURU,KARNATAKA,560098.0
CHENNAI,TAMIL NADU,600048.0
Noida,UTTAR PRADESH,201301.0
HYDERABAD,TELANGANA,500090.0
New Delhi,Delhi,110017.0
BENGALURU,KARNATAKA,560060.0
MUNGELI,CHHATTISGARH,495334.0
BENGALURU,KARNATAKA,560038.0
KANKE,JHARKHAND,834006.0
KENDRAPARA,ODISHA,754211.0
PUNE,MAHARASHTRA,411048.0
Kaithal,HARYANA,136027.0
LUCKNOW,UTTAR PRADESH,226005.0
BENGALURU,KARNATAKA,560068.0
THANE,MAHARASHTRA,400601.0
BENGALURU,KARNATAKA,560100.0
Thane,MAHARASHTRA,400607.0
NEW DELHI,DELHI,110086.0
NEW DELHI,DELHI,110086.0
BENGALURU,KARNATAKA,560049.0
HYDERABAD,TELANGANA,500054.0
NEW DELHI,DELHI,110046.0
Thane,MAHARASHTRA,400607.0
PUNE,MAHARASHTRA,411014.0
MANGRULPIR,MAHARASHTRA,444403.0
Mumbai,MAHARASHTRA,400050.0
SIDDAPUR,KARNATAKA,581355.0
NEW DELHI,DELHI,110070.0
KANCHIPURAM,TAMIL NADU,600073.0
Coimbatore,TAMIL NADU,641004.0
MUMBAI,MAHARASHTRA,400077.0
Penamaluru,ANDHRA PRADESH,521137.0
PUNE,MAHARASHTRA,411045.0
NEW DELHI,DELHI,110086.0
